SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC70090,0,6,4,4,0,3,3,8,4,11,6,16,0,3,3,10,3,9,10,26,0,10,5,11,0,6,0,10,0,0,0,0,0,0,0,0,6,38,41,90,0,0,0,0,0,3,3,6,0,0,3,3,3,4,8,14,6,5,9,22,0,6,5,14,0,3,3,10,0,0,0,0,0,0,0,0,9,27,33,74,0,6,3,6,0,9,12,19,3,13,9,22,4,5,17,31,14,12,23,44,0,15,10,23,0,7,6,13,0,0,0,0,0,0,0,0,20,64,77,159
SSC70091,3,11,0,10,6,5,0,13,7,15,0,23,6,11,3,21,6,6,0,13,0,10,0,6,0,6,0,7,0,3,0,4,0,0,0,0,25,64,5,99,3,13,0,16,0,6,0,11,4,20,0,26,7,20,0,26,4,10,0,15,7,11,0,18,0,8,0,8,0,0,0,0,0,0,0,0,25,92,4,119,6,20,3,24,10,15,0,27,7,34,3,49,10,33,3,43,10,18,3,26,4,20,0,30,0,16,0,18,0,0,0,3,0,0,0,0,54,155,10,222
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,7,0,7,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,11,7,14,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,3,0,9,3,11,0,7,0,3,0,11,0,11,0,0,0,0,0,0,0,0,3,21,7,37
SSC70094,0,15,4,18,0,18,0,18,3,18,3,19,0,14,0,16,0,22,8,24,0,20,0,21,0,8,0,9,0,0,0,0,0,0,0,0,7,99,12,120,0,13,3,15,0,21,3,26,0,18,0,22,0,16,3,19,3,16,3,19,0,8,4,8,0,11,0,14,0,3,0,3,0,0,0,0,7,94,15,121,0,22,4,30,0,34,3,39,3,33,3,41,0,32,5,37,3,32,6,44,0,24,4,30,0,17,0,17,0,3,0,3,0,0,0,0,11,197,32,242
SSC70095,0,7,0,7,0,13,0,13,0,8,0,8,0,3,0,3,0,5,0,5,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,49,0,49,0,4,0,6,0,9,0,9,0,10,0,10,0,18,0,18,0,13,0,13,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,62,0,65,0,15,0,13,0,23,0,23,0,19,0,19,0,21,0,21,0,18,0,18,0,13,0,13,0,4,0,4,0,3,0,3,0,0,0,0,0,115,0,114
SSC70096,0,0,0,0,0,0,0,0,0,4,3,7,0,3,3,3,3,7,0,8,0,9,3,12,0,5,0,7,0,0,3,5,0,0,0,0,6,24,12,39,0,0,0,3,0,0,0,0,3,3,3,10,0,5,4,4,0,6,0,6,0,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,5,19,6,36,0,5,0,0,0,0,0,0,3,7,3,15,0,6,3,10,3,13,0,13,3,12,3,15,0,3,4,7,0,0,3,5,0,0,0,0,11,42,21,76
SSC70097,11,36,8,59,8,29,7,41,33,152,17,205,43,105,25,176,54,136,18,210,43,108,15,164,26,96,16,136,9,46,6,66,3,22,8,28,235,732,119,1091,5,34,9,49,12,30,3,44,54,148,28,230,65,114,20,195,71,103,19,193,49,87,17,151,33,79,21,127,15,53,5,74,3,37,5,47,296,691,127,1112,22,72,17,109,14,57,9,84,81,303,47,435,110,222,42,371,124,237,38,402,93,196,34,319,52,172,33,260,24,104,12,142,4,63,13,79,531,1427,245,2199
SSC70098,6,30,7,42,4,47,7,58,15,129,16,158,21,97,10,132,15,52,3,78,10,35,0,40,0,22,0,23,0,15,0,14,0,9,0,8,80,427,44,556,7,29,3,36,12,36,7,47,23,122,17,158,46,82,14,139,13,65,5,82,7,23,0,32,4,16,0,19,3,10,0,21,0,5,0,5,112,382,44,541,12,60,7,79,14,78,14,105,39,253,27,320,69,173,24,268,29,113,12,155,14,60,3,70,8,34,4,43,4,28,0,31,0,13,0,12,196,809,90,1101
SSC70099,0,7,0,8,0,8,0,9,3,19,0,18,0,8,0,13,0,9,4,8,0,5,3,6,0,3,0,0,0,0,0,0,0,0,0,0,9,56,7,69,0,5,0,3,0,5,0,6,3,16,0,22,4,6,0,9,3,10,0,13,0,12,3,13,0,3,0,3,0,0,0,0,0,0,0,0,4,54,7,68,0,5,3,14,0,10,0,12,8,39,0,42,4,10,0,17,4,19,4,23,0,18,3,20,0,7,0,7,0,3,0,3,0,0,0,0,20,109,13,139
SSC70100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,6,3,3,3,9,0,3,3,4,0,0,0,0,0,0,0,0,3,13,13,35,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,7,0,0,0,7,3,0,3,8,0,0,0,0,0,0,0,0,4,10,11,21,0,0,3,3,0,0,0,0,0,3,3,6,0,0,0,0,0,6,12,11,4,5,3,17,3,5,4,11,0,0,0,0,0,0,0,0,10,20,23,50
SSC70101,0,0,0,3,0,5,0,5,0,4,3,10,0,3,0,3,4,6,3,14,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,23,14,39,3,0,0,3,0,0,0,0,0,8,0,6,4,3,0,7,7,0,0,5,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,15,11,3,35,3,0,0,8,0,3,0,3,0,11,10,14,7,6,5,13,7,9,3,23,3,3,3,9,0,3,0,3,0,0,0,0,0,0,0,0,23,35,18,72
SSC70102,0,0,3,3,0,0,0,0,0,13,4,14,0,18,6,24,0,7,0,10,0,7,4,8,3,8,0,10,0,0,0,3,0,0,0,0,5,50,16,69,0,6,0,6,0,0,0,0,0,15,3,15,0,9,3,12,0,6,3,14,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,9,41,9,58,0,10,3,11,0,0,0,0,3,24,8,32,3,22,12,34,3,15,3,23,3,8,7,13,4,9,6,13,0,0,0,0,0,0,0,0,13,88,30,128
SSC70103,0,0,0,3,0,0,0,3,0,4,0,5,0,4,8,14,0,6,3,8,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,0,0,3,0,7,0,4,0,8,8,17,0,5,3,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,44
SSC70104,0,0,0,3,0,4,0,4,0,6,3,9,0,7,0,5,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,34,0,4,0,4,0,3,0,4,0,8,0,6,0,7,0,4,0,4,0,3,0,4,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,32,8,39,0,3,0,8,0,6,0,8,0,11,3,15,0,12,3,17,0,9,3,8,0,3,3,8,0,6,3,3,0,0,0,0,0,0,0,0,4,53,15,74
SSC70105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,4,6,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6,25
SSC70106,3,103,11,116,6,78,0,87,20,168,5,195,24,94,3,127,25,92,4,117,13,41,0,60,3,10,0,14,0,4,0,4,0,0,0,0,102,594,22,715,12,95,3,115,6,89,0,94,18,167,11,196,24,117,4,142,22,93,7,124,20,58,7,88,6,16,3,23,0,3,0,3,0,0,0,0,123,639,31,788,21,201,18,233,14,161,3,179,44,333,17,393,50,209,7,271,49,181,11,243,40,100,7,142,9,29,3,36,0,8,0,13,0,0,0,0,219,1228,59,1505
SSC70107,0,20,36,56,3,25,21,49,7,49,33,95,7,23,17,53,8,19,11,37,3,12,10,27,0,7,5,11,0,0,0,0,0,0,0,0,32,149,135,314,3,11,32,45,0,15,26,44,12,46,28,86,9,43,33,78,7,25,15,43,0,16,5,27,0,7,4,9,0,0,3,3,0,0,0,0,26,166,146,336,6,30,62,101,0,38,51,92,17,94,69,184,17,65,49,132,11,35,29,75,6,29,20,52,0,8,10,13,0,0,3,5,0,0,0,0,62,308,281,652
SSC70108,0,0,3,5,0,10,10,13,0,5,4,9,0,4,5,13,0,4,0,7,0,5,0,5,0,0,0,5,0,0,0,3,0,0,0,0,6,31,24,60,0,0,4,3,3,9,6,13,0,3,3,13,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,21,13,44,0,3,4,9,3,14,10,29,0,11,10,19,3,4,3,12,3,4,4,9,0,6,0,10,0,7,0,7,0,0,0,3,0,0,0,0,14,57,36,102
SSC70109,37,90,22,154,20,80,22,121,58,230,62,348,77,203,43,317,64,183,41,285,51,136,26,211,15,68,21,101,7,24,8,33,0,7,0,7,330,1018,235,1583,37,60,17,113,27,90,12,134,70,256,61,387,94,202,41,333,97,202,42,340,58,141,37,236,30,58,20,108,8,27,8,46,0,14,3,16,427,1049,238,1711,72,149,42,266,50,163,38,251,135,486,119,741,173,402,82,654,163,382,81,627,110,281,58,447,46,125,37,202,19,52,16,84,0,22,3,20,761,2063,472,3296
SSC70110,13,48,11,63,11,49,5,63,9,62,9,77,39,85,10,135,39,118,13,174,13,91,11,113,14,40,8,54,0,3,0,6,0,0,0,0,124,503,54,689,15,42,3,58,8,20,0,33,14,54,4,74,55,93,10,154,41,98,13,154,13,59,4,77,6,19,0,21,0,5,3,5,0,0,0,0,157,384,38,581,26,87,12,123,19,75,5,90,22,118,9,155,88,176,20,294,81,216,23,321,23,149,14,188,21,54,7,80,0,7,3,13,0,0,0,0,281,889,95,1268
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,7,81,25,109,8,89,16,105,31,196,37,255,25,177,26,228,35,182,30,247,23,127,29,173,10,71,15,89,8,18,9,34,0,5,0,11,134,938,179,1256,13,69,25,105,9,83,22,109,41,198,46,281,40,187,43,266,32,135,24,200,20,115,25,163,11,61,18,90,3,21,4,25,0,5,7,12,163,877,200,1246,18,147,46,213,15,172,34,217,66,390,78,540,63,361,65,492,68,321,55,446,43,240,48,329,16,132,33,180,7,44,11,65,0,15,6,25,301,1821,385,2498
SSC70113,0,6,0,5,0,0,0,4,0,4,3,4,0,4,0,7,0,3,0,3,0,7,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,20,9,28,0,3,0,3,0,0,0,4,0,3,4,6,0,3,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,21,0,5,0,12,0,0,4,5,0,5,8,12,0,9,0,11,0,8,0,8,0,5,0,6,0,0,0,3,0,0,0,0,0,0,0,0,4,36,15,56
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70115,0,54,10,62,3,40,4,49,10,75,11,98,10,59,10,80,3,44,29,78,0,28,5,40,0,11,0,8,0,0,0,0,0,0,0,0,21,317,73,415,0,57,4,63,3,42,9,50,9,94,12,109,4,75,12,91,3,56,39,97,3,26,5,38,0,7,0,7,0,4,0,4,0,0,0,0,23,358,72,459,3,115,14,128,5,84,11,98,15,164,18,203,14,138,22,167,11,107,63,180,3,52,17,74,0,15,0,17,0,4,0,4,0,0,0,0,46,674,152,876
SSC70116,12,52,6,75,7,87,5,104,19,218,12,252,39,181,23,238,33,133,18,181,17,84,11,107,10,21,0,31,0,11,0,12,0,0,0,3,133,781,78,994,24,51,13,86,19,74,5,94,36,208,15,256,55,152,23,226,30,121,10,160,22,83,10,117,12,26,0,35,3,10,0,11,0,0,0,0,200,717,72,987,32,101,19,159,31,160,12,201,64,422,26,510,88,331,39,460,62,247,27,333,36,170,15,227,20,44,3,65,5,19,0,24,0,3,0,3,335,1495,154,1983
SSC70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC70118,5,3,0,12,6,0,3,9,22,0,4,25,8,3,0,14,3,3,0,8,6,6,0,17,3,4,0,5,0,0,0,0,0,0,0,0,55,22,12,90,7,4,0,12,10,0,0,15,22,3,4,26,14,3,0,13,6,3,0,11,7,3,0,7,4,0,0,3,0,0,0,0,0,0,0,0,70,24,4,97,18,10,0,23,17,3,3,25,42,3,9,55,16,8,0,26,8,5,0,15,16,12,0,27,3,10,0,9,0,0,0,0,0,0,0,0,118,49,16,183
SSC70119,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,5,0,3,0,3,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,19
SSC70120,0,10,3,13,0,0,0,0,0,7,0,13,3,9,3,8,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,5,51,0,9,0,9,0,0,0,0,4,3,3,11,0,13,0,13,3,8,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,40,3,52,0,20,3,19,0,0,0,3,4,13,3,27,3,22,3,24,0,13,5,16,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,78,11,98
SSC70121,0,0,3,0,0,0,16,19,0,4,3,3,0,4,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,40,0,0,0,0,0,0,10,12,0,3,0,3,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,14,13,29,0,0,3,0,0,4,29,35,0,3,5,8,3,3,0,11,3,0,0,5,0,6,0,4,0,0,0,6,0,3,0,7,0,0,0,0,10,26,37,73
SSC70122,0,6,0,4,5,4,0,6,0,19,3,21,0,11,3,13,3,0,3,10,0,8,0,13,0,6,0,4,0,0,0,0,0,0,0,0,9,49,15,72,0,3,0,3,0,0,0,0,3,11,3,19,0,12,0,10,0,5,0,13,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,41,4,49,0,8,0,11,5,4,0,6,4,26,5,39,0,19,3,17,3,12,6,20,0,19,0,15,0,3,0,8,0,0,0,0,0,0,0,0,9,88,20,118
SSC70123,8,36,9,55,3,21,3,31,10,103,20,132,23,109,16,155,14,117,26,161,13,62,14,83,5,24,4,40,4,12,3,16,0,0,0,0,79,488,97,668,4,28,5,41,3,33,4,40,29,92,17,139,39,92,14,145,27,100,15,138,7,59,6,74,9,25,7,35,0,10,0,11,0,0,0,0,112,439,78,630,10,67,18,95,7,55,12,71,35,201,35,269,67,199,38,297,37,222,38,301,23,120,24,159,16,51,11,79,3,20,3,27,0,0,0,0,190,929,172,1298
SSC70124,0,25,0,32,3,21,0,23,5,37,9,45,0,24,0,24,3,24,19,48,0,14,3,19,0,3,0,5,0,0,0,0,0,0,0,0,20,146,36,199,0,23,0,21,0,24,0,30,9,40,10,61,3,43,3,48,5,29,35,68,7,16,4,27,0,5,0,12,0,3,0,3,0,0,0,0,27,180,53,258,0,50,5,52,3,47,0,53,14,80,18,103,3,61,4,75,12,53,53,112,12,28,5,43,0,12,0,15,0,3,0,3,0,0,0,0,43,329,84,457
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,7,56,24,87,39,223,160,426,27,124,348,497,13,33,232,268,8,33,147,180,3,12,46,66,3,4,4,17,0,3,0,3,0,0,0,0,101,481,957,1544,3,5,0,6,3,36,14,50,5,23,30,54,3,12,24,38,6,8,14,38,3,13,9,26,3,6,0,10,0,0,0,0,0,0,0,3,26,101,93,226,10,57,28,96,45,258,171,477,34,149,372,555,15,41,254,310,13,44,164,220,5,32,55,92,6,7,8,24,0,3,0,3,0,0,0,3,131,589,1052,1766
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,16,72,27,120,21,99,58,172,48,360,377,791,53,354,353,765,76,360,279,712,46,287,132,460,27,132,38,198,9,36,3,52,0,10,3,11,297,1705,1276,3274,19,51,20,86,15,54,11,78,38,101,22,161,62,131,28,220,83,190,43,312,56,179,31,266,22,80,23,121,4,16,4,29,3,9,0,11,293,819,177,1290,37,128,45,203,38,149,66,251,83,466,404,956,114,484,383,981,153,552,315,1022,94,472,165,731,46,215,58,321,17,56,11,79,3,18,3,21,583,2521,1455,4559
SSC70130,0,4,19,30,0,11,91,99,0,0,211,218,0,8,150,160,0,13,67,76,3,18,27,47,0,8,4,8,0,5,3,5,0,0,0,0,9,62,567,637,0,3,5,9,0,3,14,18,0,10,31,40,0,7,30,32,0,13,10,28,3,15,13,31,0,3,0,9,0,0,0,3,0,0,0,0,8,63,100,164,0,7,25,36,0,15,97,116,4,9,244,254,0,16,175,197,0,22,80,104,5,30,42,75,3,11,4,14,0,8,6,8,0,0,0,0,10,122,665,798
SSC70131,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,6,0,3,0,5,0,3,0,6,0,0,0,0,0,0,0,0,9,22,6,26,0,0,0,0,0,0,0,0,0,6,0,9,4,0,0,3,0,3,0,6,0,4,0,10,0,0,0,0,0,3,0,3,0,0,0,0,8,20,3,34,0,4,0,4,0,0,0,4,0,4,0,11,6,7,0,7,6,7,3,15,3,11,0,9,0,3,0,6,0,3,0,3,0,0,0,0,13,41,9,60
SSC70132,31,102,47,174,11,94,19,121,44,209,35,286,54,234,39,321,73,284,49,409,23,216,40,278,18,124,36,178,0,24,3,30,0,4,0,6,251,1284,262,1799,30,71,19,124,20,74,16,106,61,193,33,284,101,180,43,326,84,228,50,369,34,174,41,244,22,91,22,127,3,20,7,34,0,8,3,12,351,1044,230,1626,59,175,66,295,33,162,34,231,98,400,67,572,150,413,82,649,157,521,100,777,61,389,74,525,37,217,54,305,4,41,13,62,0,8,4,17,601,2329,498,3428
SSC70133,4,11,0,20,0,12,3,12,4,11,9,17,3,19,3,24,19,30,16,59,9,26,13,43,0,11,3,17,0,3,0,3,0,0,0,0,37,119,48,197,3,5,3,18,7,10,3,14,0,14,3,24,7,15,4,28,14,34,10,54,12,15,18,45,0,4,0,4,0,3,0,5,0,0,0,0,50,102,40,189,5,20,5,35,3,17,4,30,4,22,12,38,14,31,8,55,33,64,20,118,26,40,31,90,0,19,3,22,0,4,0,7,0,0,0,0,91,220,80,389
SSC70134,0,3,0,3,0,4,12,18,0,12,5,14,0,3,0,7,0,6,0,6,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,51,0,0,0,5,0,0,18,21,0,16,0,13,0,3,3,4,0,7,0,7,0,7,0,6,0,0,0,3,0,0,0,0,0,0,0,0,5,31,29,60,0,3,0,4,0,3,37,40,0,22,5,30,0,10,3,14,0,7,0,7,3,8,0,12,0,0,0,3,0,0,0,0,0,0,0,0,8,60,48,117
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,0,14,9,27,4,18,7,38,15,61,8,86,30,64,14,110,15,61,30,110,10,40,18,65,0,10,5,14,0,4,0,4,0,0,0,0,80,271,92,446,4,9,8,17,0,19,11,28,25,60,22,102,26,52,7,86,14,48,22,86,8,22,11,41,4,6,12,19,0,3,0,3,0,0,0,0,87,214,83,380,5,19,14,41,11,36,17,65,44,112,28,188,57,117,25,194,32,110,48,195,18,62,25,107,5,10,16,27,0,3,0,6,0,0,0,0,163,489,170,821
SSC70137,0,7,11,19,0,11,0,11,0,13,0,19,0,17,0,20,0,16,3,16,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74,13,90,0,12,6,22,0,12,0,12,3,22,0,20,0,20,5,24,3,20,0,20,0,10,0,12,0,0,0,3,0,0,0,0,0,0,0,0,9,90,15,116,0,24,15,40,0,23,0,24,5,31,3,35,3,37,3,51,3,36,3,37,0,11,0,13,0,3,0,3,0,3,0,3,0,0,0,0,14,165,29,206
